Codigo_Barras;SKU_Interno;Descripcion;Fabricante;Contenido;Precio_Lista;Descuento_Porc
779100000542;SKU-10541;SPRITE GASEOSA LIMA LIMON 500 ML;Sprite;500 ml;1500.8;0.0
779100000543;SKU-10542;QUILMES CERVEZA RUBIA 473 ML;Quilmes;473 ml;1296.46;10.0
779100000544;SKU-10543;LA SERENÍSIMA LECHE ENTERA TETRA 1L;La Serenísima;Tetra 1L;1311.42;5.0
779100000545;SKU-10544;SANCOR LECHE DESCREMADA 1000 CC;Sancor;1000 cc;1335.16;5.0
779100000546;SKU-10545;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 180 G;La Serenísima;180 g;2250.57;10.0
779100000547;SKU-10546;SAN IGNACIO DULCE DE LECHE CLASICO 1000 G;San Ignacio;1000 g;2269.55;0.0
779100000548;SKU-10547;NATURA ACEITE GIRASOL 3 L;Natura;3 l;2680.63;10.0
779100000549;SKU-10548;COCINERO ACEITE MEZCLA 900 ML;Cocinero;900 ml;1676.71;5.0
779100000550;SKU-10549;GALLO ARROZ LARGO FINO 500 G;Gallo;500 g;1075.52;5.0
779100000551;SKU-10550;MATARAZZO FIDEOS GUISEROS 500 G;Matarazzo;500 g;747.17;0.0
779100000552;SKU-10551;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;788.77;5.0
779100000553;SKU-10552;MAROLIO PURE DE TOMATE 520 G;Marolio;520 g;880.02;5.0
779100000554;SKU-10553;HELLMANNS MAYONESA CLASICA 1000 GR;Hellmanns;1000 gr;2886.53;0.0
779100000555;SKU-10554;ARCOR GALLETITAS DULCES 300 G;Arcor;300 g;1065.26;0.0
779100000556;SKU-10555;TERRABUSI GALLETITAS DE AGUA 100 G;Terrabusi;100 g;1046.78;0.0
779100000557;SKU-10556;HEAD & SHOULDERS SHAMPOO ANTICASPA 400 ML;Head & Shoulders;400 ml;4598.65;10.0
779100000558;SKU-10557;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;2204.32;0.0
779100000559;SKU-10558;REXONA DESODORANTE AEROSOL 150 ML;Rexona;150 ml;3097.54;5.0
779100000560;SKU-10559;COLGATE CREMA DENTAL TRIPLE ACCION 70 G;Colgate;70 g;2017.77;5.0
779100000561;SKU-10560;COCA-COLA GASEOSA COLA 500 ML;Coca-Cola;500 ml;1640.51;5.0
779100000562;SKU-10561;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;4475.35;5.0
779100000563;SKU-10562;QUILMES CERVEZA RUBIA 710 ML;Quilmes;710 ml;2373.6;10.0
779100000564;SKU-10563;LA SERENÍSIMA LECHE ENTERA 1000 CC;La Serenísima;1000 cc;1419.42;10.0
779100000565;SKU-10564;SANCOR LECHE DESCREMADA 1000 ML;Sancor;1000 ml;1382.73;10.0
779100000566;SKU-10565;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2012.02;10.0
779100000567;SKU-10566;SAN IGNACIO DULCE DE LECHE CLASICO 400 G;San Ignacio;400 g;2558.6;0.0
779100000568;SKU-10567;NATURA ACEITE GIRASOL 900 ML;Natura;900 ml;2052.83;0.0
779100000569;SKU-10568;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2331.46;5.0
779100000570;SKU-10569;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;1921.44;5.0
779100000571;SKU-10570;MATARAZZO FIDEOS GUISEROS 500 GR;Matarazzo;500 gr;866.07;0.0
779100000572;SKU-10571;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;798.11;0.0
779100000573;SKU-10572;MAROLIO PURE DE TOMATE 520 GR;Marolio;520 gr;806.15;0.0
779100000574;SKU-10573;HELLMANNS MAYONESA CLASICA 475 G;Hellmanns;475 g;2361.19;5.0
779100000575;SKU-10574;ARCOR GALLETITAS DULCES 120 G;Arcor;120 g;1074.29;10.0
779100000576;SKU-10575;TERRABUSI GALLETITAS DE AGUA 300 G;Terrabusi;300 g;917.96;0.0
779100000577;SKU-10576;HEAD & SHOULDERS SHAMPOO ANTICASPA 200 ML;Head & Shoulders;200 ml;2123.11;5.0
779100000578;SKU-10577;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4007.61;10.0
779100000579;SKU-10578;REXONA DESODORANTE AEROSOL 150 CC;Rexona;150 cc;3114.28;5.0
779100000580;SKU-10579;COLGATE CREMA DENTAL TRIPLE ACCION 90 G;Colgate;90 g;1755.5;5.0
779100000581;SKU-10580;COCA-COLA GASEOSA COLA 354 ML;Coca-Cola;354 ml;1258.5;0.0
779100000582;SKU-10581;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;5334.65;5.0
779100000583;SKU-10582;QUILMES CERVEZA RUBIA PACK X6;Quilmes;Pack x6;11806.59;5.0
779100000584;SKU-10583;LA SERENÍSIMA LECHE ENTERA 1000 ML;La Serenísima;1000 ml;1308.28;5.0
779100000585;SKU-10584;SANCOR LECHE DESCREMADA TETRA 1L;Sancor;Tetra 1L;1218.86;0.0
779100000586;SKU-10585;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 G;La Serenísima;1000 g;1897.98;10.0
779100000587;SKU-10586;SAN IGNACIO DULCE DE LECHE CLASICO 400 GR;San Ignacio;400 gr;2587.28;0.0
779100000588;SKU-10587;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;3428.54;5.0
779100000589;SKU-10588;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2761.16;5.0
779100000590;SKU-10589;GALLO ARROZ LARGO FINO 1000 G;Gallo;1000 g;1669.67;0.0
779100000591;SKU-10590;MATARAZZO FIDEOS GUISEROS 1000 GR;Matarazzo;1000 gr;1182.18;5.0
779100000592;SKU-10591;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;805.46;5.0
779100000593;SKU-10592;MAROLIO PURE DE TOMATE TETRA 520G;Marolio;Tetra 520g;955.61;5.0
779100000594;SKU-10593;HELLMANNS MAYONESA CLASICA 500 G;Hellmanns;500 g;1668.05;10.0
779100000595;SKU-10594;ARCOR GALLETITAS DULCES 160 G;Arcor;160 g;1240.11;0.0
779100000596;SKU-10595;TERRABUSI GALLETITAS DE AGUA PACK X3 300G;Terrabusi;Pack x3 300g;2754.77;0.0
779100000597;SKU-10596;HEAD & SHOULDERS SHAMPOO ANTICASPA 750 ML;Head & Shoulders;750 ml;4908.07;5.0
779100000598;SKU-10597;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;1996.41;5.0
779100000599;SKU-10598;REXONA DESODORANTE AEROSOL PACK X2;Rexona;Pack x2;8268.39;10.0
779100000600;SKU-10599;COLGATE CREMA DENTAL TRIPLE ACCION 140 G;Colgate;140 g;1908.31;5.0
779100000601;SKU-10600;COCA-COLA GASEOSA COLA 2250 ML;Coca-Cola;2250 ml;5305.72;5.0
779100000602;SKU-10601;SPRITE GASEOSA LIMA LIMON 1500 ML;Sprite;1500 ml;3212.32;5.0
779100000603;SKU-10602;QUILMES CERVEZA RUBIA 1000 CC;Quilmes;1000 cc;2196.17;10.0
779100000604;SKU-10603;LA SERENÍSIMA LECHE ENTERA SACHET 1L;La Serenísima;Sachet 1L;1595.52;0.0
779100000605;SKU-10604;SANCOR LECHE DESCREMADA 1000 CC;Sancor;1000 cc;1465.75;5.0
779100000606;SKU-10605;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2014.03;5.0
779100000607;SKU-10606;SAN IGNACIO DULCE DE LECHE CLASICO 1000 GR;San Ignacio;1000 gr;2796.24;10.0
779100000608;SKU-10607;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;3433.96;5.0
779100000609;SKU-10608;COCINERO ACEITE MEZCLA 900 ML;Cocinero;900 ml;1581.11;0.0
779100000610;SKU-10609;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;1936.42;0.0
779100000611;SKU-10610;MATARAZZO FIDEOS GUISEROS 500 G;Matarazzo;500 g;712.1;0.0
779100000612;SKU-10611;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;734.8;0.0
779100000613;SKU-10612;MAROLIO PURE DE TOMATE 520 G;Marolio;520 g;909.82;10.0
779100000614;SKU-10613;HELLMANNS MAYONESA CLASICA 950 G;Hellmanns;950 g;2380.04;0.0
779100000615;SKU-10614;ARCOR GALLETITAS DULCES PACK X3;Arcor;Pack x3;2709.08;5.0
779100000616;SKU-10615;TERRABUSI GALLETITAS DE AGUA 100 G;Terrabusi;100 g;1053.96;10.0
779100000617;SKU-10616;HEAD & SHOULDERS SHAMPOO ANTICASPA 400 ML;Head & Shoulders;400 ml;4785.92;10.0
779100000618;SKU-10617;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4009.84;0.0
779100000619;SKU-10618;REXONA DESODORANTE AEROSOL 150 ML;Rexona;150 ml;2650.58;10.0
779100000620;SKU-10619;COLGATE CREMA DENTAL TRIPLE ACCION 70 G;Colgate;70 g;1802.37;10.0
779100000621;SKU-10620;COCA-COLA GASEOSA COLA 2250 ML;Coca-Cola;2250 ml;5100.03;5.0
779100000622;SKU-10621;SPRITE GASEOSA LIMA LIMON 500 ML;Sprite;500 ml;1537.7;0.0
779100000623;SKU-10622;QUILMES CERVEZA RUBIA 1000 CC;Quilmes;1000 cc;2051.27;0.0
779100000624;SKU-10623;LA SERENÍSIMA LECHE ENTERA TETRA 1L;La Serenísima;Tetra 1L;1331.97;10.0
779100000625;SKU-10624;SANCOR LECHE DESCREMADA 1000 ML;Sancor;1000 ml;1296.23;5.0
779100000626;SKU-10625;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 180 G;La Serenísima;180 g;2048.93;5.0
779100000627;SKU-10626;SAN IGNACIO DULCE DE LECHE CLASICO 1000 G;San Ignacio;1000 g;2321.92;5.0
779100000628;SKU-10627;NATURA ACEITE GIRASOL 3 L;Natura;3 l;2613.3;0.0
779100000629;SKU-10628;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2534.53;0.0
779100000630;SKU-10629;GALLO ARROZ LARGO FINO 500 G;Gallo;500 g;1132.08;0.0
779100000631;SKU-10630;MATARAZZO FIDEOS GUISEROS 500 GR;Matarazzo;500 gr;778.15;5.0
779100000632;SKU-10631;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;708.67;10.0
779100000633;SKU-10632;MAROLIO PURE DE TOMATE 520 GR;Marolio;520 gr;951.48;0.0
779100000634;SKU-10633;HELLMANNS MAYONESA CLASICA 1000 GR;Hellmanns;1000 gr;2654.46;5.0
779100000635;SKU-10634;ARCOR GALLETITAS DULCES 300 G;Arcor;300 g;1103.49;10.0
779100000636;SKU-10635;TERRABUSI GALLETITAS DE AGUA 300 G;Terrabusi;300 g;935.91;0.0
779100000637;SKU-10636;HEAD & SHOULDERS SHAMPOO ANTICASPA 200 ML;Head & Shoulders;200 ml;2012.59;10.0
779100000638;SKU-10637;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;2190.76;5.0
779100000639;SKU-10638;REXONA DESODORANTE AEROSOL 150 CC;Rexona;150 cc;2819.94;10.0
779100000640;SKU-10639;COLGATE CREMA DENTAL TRIPLE ACCION 90 G;Colgate;90 g;2179.02;10.0
779100000641;SKU-10640;COCA-COLA GASEOSA COLA 2.25L;Coca-Cola;2.25L;5347.56;0.0
779100000642;SKU-10641;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;4473.13;0.0
779100000643;SKU-10642;QUILMES CERVEZA RUBIA 473 ML;Quilmes;473 ml;1346.87;5.0
779100000644;SKU-10643;LA SERENÍSIMA LECHE ENTERA 1000 CC;La Serenísima;1000 cc;1280.38;10.0
779100000645;SKU-10644;SANCOR LECHE DESCREMADA TETRA 1L;Sancor;Tetra 1L;1323.32;5.0
779100000646;SKU-10645;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2400.22;10.0
779100000647;SKU-10646;SAN IGNACIO DULCE DE LECHE CLASICO 400 G;San Ignacio;400 g;2490.45;10.0
779100000648;SKU-10647;NATURA ACEITE GIRASOL 900 ML;Natura;900 ml;2420.18;10.0
779100000649;SKU-10648;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2784.65;5.0
779100000650;SKU-10649;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;1704.87;5.0
779100000651;SKU-10650;MATARAZZO FIDEOS GUISEROS 1000 GR;Matarazzo;1000 gr;1266.23;5.0
779100000652;SKU-10651;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;749.11;0.0
779100000653;SKU-10652;MAROLIO PURE DE TOMATE TETRA 520G;Marolio;Tetra 520g;776.01;0.0
779100000654;SKU-10653;HELLMANNS MAYONESA CLASICA 475 G;Hellmanns;475 g;2518.26;0.0
779100000655;SKU-10654;ARCOR GALLETITAS DULCES 120 G;Arcor;120 g;1223.81;10.0
779100000656;SKU-10655;TERRABUSI GALLETITAS DE AGUA PACK X3 300G;Terrabusi;Pack x3 300g;2816.43;5.0
779100000657;SKU-10656;HEAD & SHOULDERS SHAMPOO ANTICASPA 750 ML;Head & Shoulders;750 ml;4263.21;0.0
779100000658;SKU-10657;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;3973.57;5.0
779100000659;SKU-10658;REXONA DESODORANTE AEROSOL PACK X2;Rexona;Pack x2;7260.31;10.0
779100000660;SKU-10659;COLGATE CREMA DENTAL TRIPLE ACCION 140 G;Colgate;140 g;2150.54;10.0
779100000661;SKU-10660;COCA-COLA GASEOSA COLA 1500 ML;Coca-Cola;1500 ml;3470.24;10.0
779100000662;SKU-10661;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;5488.24;10.0
779100000663;SKU-10662;QUILMES CERVEZA RUBIA 710 ML;Quilmes;710 ml;2424.09;0.0
779100000664;SKU-10663;LA SERENÍSIMA LECHE ENTERA 1000 ML;La Serenísima;1000 ml;1272.96;0.0
779100000665;SKU-10664;SANCOR LECHE DESCREMADA 1000 CC;Sancor;1000 cc;1544.83;10.0
779100000666;SKU-10665;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 G;La Serenísima;1000 g;2412.24;10.0
779100000667;SKU-10666;SAN IGNACIO DULCE DE LECHE CLASICO 400 GR;San Ignacio;400 gr;2737.1;0.0
779100000668;SKU-10667;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;2972.37;0.0
779100000669;SKU-10668;COCINERO ACEITE MEZCLA 900 ML;Cocinero;900 ml;1907.4;5.0
779100000670;SKU-10669;GALLO ARROZ LARGO FINO 1000 G;Gallo;1000 g;1766.3;5.0
779100000671;SKU-10670;MATARAZZO FIDEOS GUISEROS 500 G;Matarazzo;500 g;872.71;10.0
779100000672;SKU-10671;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;734.8;10.0
779100000673;SKU-10672;MAROLIO PURE DE TOMATE 520 G;Marolio;520 g;821.4;10.0
779100000674;SKU-10673;HELLMANNS MAYONESA CLASICA 500 G;Hellmanns;500 g;1749.18;0.0
779100000675;SKU-10674;ARCOR GALLETITAS DULCES 160 G;Arcor;160 g;1039.74;10.0
779100000676;SKU-10675;TERRABUSI GALLETITAS DE AGUA 100 G;Terrabusi;100 g;998.46;5.0
779100000677;SKU-10676;HEAD & SHOULDERS SHAMPOO ANTICASPA 400 ML;Head & Shoulders;400 ml;4321.5;0.0
779100000678;SKU-10677;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;2202.51;5.0
779100000679;SKU-10678;REXONA DESODORANTE AEROSOL 150 ML;Rexona;150 ml;3197.51;0.0
779100000680;SKU-10679;COLGATE CREMA DENTAL TRIPLE ACCION 70 G;Colgate;70 g;1810.44;5.0
779100000681;SKU-10680;COCA-COLA GASEOSA COLA 500 ML;Coca-Cola;500 ml;1797.06;10.0
779100000682;SKU-10681;SPRITE GASEOSA LIMA LIMON 1500 ML;Sprite;1500 ml;3484.77;5.0
779100000683;SKU-10682;QUILMES CERVEZA RUBIA PACK X6;Quilmes;Pack x6;10801.54;10.0
779100000684;SKU-10683;LA SERENÍSIMA LECHE ENTERA SACHET 1L;La Serenísima;Sachet 1L;1458.44;0.0
779100000685;SKU-10684;SANCOR LECHE DESCREMADA 1000 ML;Sancor;1000 ml;1418.93;0.0
779100000686;SKU-10685;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2149.51;10.0
779100000687;SKU-10686;SAN IGNACIO DULCE DE LECHE CLASICO 1000 GR;San Ignacio;1000 gr;2750.63;5.0
779100000688;SKU-10687;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;3169.54;10.0
779100000689;SKU-10688;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2422.69;10.0
779100000690;SKU-10689;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;2029.08;10.0
779100000691;SKU-10690;MATARAZZO FIDEOS GUISEROS 500 GR;Matarazzo;500 gr;704.02;10.0
779100000692;SKU-10691;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;819.7;5.0
779100000693;SKU-10692;MAROLIO PURE DE TOMATE 520 GR;Marolio;520 gr;917.17;10.0
779100000694;SKU-10693;HELLMANNS MAYONESA CLASICA 950 G;Hellmanns;950 g;2132.3;0.0
779100000695;SKU-10694;ARCOR GALLETITAS DULCES PACK X3;Arcor;Pack x3;3217.84;0.0
779100000696;SKU-10695;TERRABUSI GALLETITAS DE AGUA 300 G;Terrabusi;300 g;879.85;5.0
779100000697;SKU-10696;HEAD & SHOULDERS SHAMPOO ANTICASPA 200 ML;Head & Shoulders;200 ml;2289.5;5.0
779100000698;SKU-10697;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4075.23;5.0
779100000699;SKU-10698;REXONA DESODORANTE AEROSOL 150 CC;Rexona;150 cc;3047.14;5.0
779100000700;SKU-10699;COLGATE CREMA DENTAL TRIPLE ACCION 90 G;Colgate;90 g;2083.79;10.0
779100000701;SKU-10700;COCA-COLA GASEOSA COLA 354 ML;Coca-Cola;354 ml;1364.86;0.0
779100000702;SKU-10701;SPRITE GASEOSA LIMA LIMON 500 ML;Sprite;500 ml;1786.64;0.0
779100000703;SKU-10702;QUILMES CERVEZA RUBIA 1000 CC;Quilmes;1000 cc;2231.99;10.0
779100000704;SKU-10703;LA SERENÍSIMA LECHE ENTERA TETRA 1L;La Serenísima;Tetra 1L;1525.0;10.0
779100000705;SKU-10704;SANCOR LECHE DESCREMADA TETRA 1L;Sancor;Tetra 1L;1338.69;5.0
779100000706;SKU-10705;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 180 G;La Serenísima;180 g;2386.11;0.0
779100000707;SKU-10706;SAN IGNACIO DULCE DE LECHE CLASICO 1000 G;San Ignacio;1000 g;2862.01;10.0
779100000708;SKU-10707;NATURA ACEITE GIRASOL 3 L;Natura;3 l;2572.17;10.0
779100000709;SKU-10708;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2517.54;0.0
779100000710;SKU-10709;GALLO ARROZ LARGO FINO 500 G;Gallo;500 g;1156.47;0.0
779100000711;SKU-10710;MATARAZZO FIDEOS GUISEROS 1000 GR;Matarazzo;1000 gr;1258.4;10.0
779100000712;SKU-10711;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;709.22;0.0
779100000713;SKU-10712;MAROLIO PURE DE TOMATE TETRA 520G;Marolio;Tetra 520g;784.7;5.0
779100000714;SKU-10713;HELLMANNS MAYONESA CLASICA 1000 GR;Hellmanns;1000 gr;2828.18;5.0
779100000715;SKU-10714;ARCOR GALLETITAS DULCES 300 G;Arcor;300 g;1158.03;10.0
779100000716;SKU-10715;TERRABUSI GALLETITAS DE AGUA PACK X3 300G;Terrabusi;Pack x3 300g;2435.98;5.0
779100000717;SKU-10716;HEAD & SHOULDERS SHAMPOO ANTICASPA 750 ML;Head & Shoulders;750 ml;4142.92;10.0
779100000718;SKU-10717;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;1927.93;5.0
779100000719;SKU-10718;REXONA DESODORANTE AEROSOL PACK X2;Rexona;Pack x2;8510.16;0.0
779100000720;SKU-10719;COLGATE CREMA DENTAL TRIPLE ACCION 140 G;Colgate;140 g;1924.27;10.0
779100000721;SKU-10720;COCA-COLA GASEOSA COLA 2250 ML;Coca-Cola;2250 ml;4660.02;10.0
779100000722;SKU-10721;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;5473.21;5.0
779100000723;SKU-10722;QUILMES CERVEZA RUBIA 1000 CC;Quilmes;1000 cc;2402.93;0.0
779100000724;SKU-10723;LA SERENÍSIMA LECHE ENTERA 1000 CC;La Serenísima;1000 cc;1583.51;5.0
779100000725;SKU-10724;SANCOR LECHE DESCREMADA 1000 CC;Sancor;1000 cc;1215.52;0.0
779100000726;SKU-10725;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2069.96;0.0
779100000727;SKU-10726;SAN IGNACIO DULCE DE LECHE CLASICO 400 G;San Ignacio;400 g;2483.78;0.0
779100000728;SKU-10727;NATURA ACEITE GIRASOL 900 ML;Natura;900 ml;2158.74;10.0
779100000729;SKU-10728;COCINERO ACEITE MEZCLA 900 ML;Cocinero;900 ml;1712.57;10.0
779100000730;SKU-10729;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;1793.36;5.0
779100000731;SKU-10730;MATARAZZO FIDEOS GUISEROS 500 G;Matarazzo;500 g;729.95;10.0
779100000732;SKU-10731;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;701.11;5.0
779100000733;SKU-10732;MAROLIO PURE DE TOMATE 520 G;Marolio;520 g;770.89;0.0
779100000734;SKU-10733;HELLMANNS MAYONESA CLASICA 475 G;Hellmanns;475 g;2367.18;10.0
779100000735;SKU-10734;ARCOR GALLETITAS DULCES 120 G;Arcor;120 g;1251.89;5.0
779100000736;SKU-10735;TERRABUSI GALLETITAS DE AGUA 100 G;Terrabusi;100 g;929.84;5.0
779100000737;SKU-10736;HEAD & SHOULDERS SHAMPOO ANTICASPA 400 ML;Head & Shoulders;400 ml;4740.24;0.0
779100000738;SKU-10737;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4471.99;10.0
779100000739;SKU-10738;REXONA DESODORANTE AEROSOL 150 ML;Rexona;150 ml;3173.76;5.0
779100000740;SKU-10739;COLGATE CREMA DENTAL TRIPLE ACCION 70 G;Colgate;70 g;1976.68;10.0
779100000741;SKU-10740;COCA-COLA GASEOSA COLA 2250 ML;Coca-Cola;2250 ml;5191.37;10.0
779100000742;SKU-10741;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;5179.13;10.0
779100000743;SKU-10742;QUILMES CERVEZA RUBIA 473 ML;Quilmes;473 ml;1489.86;5.0
779100000744;SKU-10743;LA SERENÍSIMA LECHE ENTERA 1000 ML;La Serenísima;1000 ml;1587.64;5.0
779100000745;SKU-10744;SANCOR LECHE DESCREMADA 1000 ML;Sancor;1000 ml;1331.71;10.0
779100000746;SKU-10745;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 G;La Serenísima;1000 g;2282.14;5.0
779100000747;SKU-10746;SAN IGNACIO DULCE DE LECHE CLASICO 400 GR;San Ignacio;400 gr;2323.21;10.0
779100000748;SKU-10747;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;2982.54;5.0
779100000749;SKU-10748;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2678.77;10.0
779100000750;SKU-10749;GALLO ARROZ LARGO FINO 1000 G;Gallo;1000 g;1933.45;10.0
779100000751;SKU-10750;MATARAZZO FIDEOS GUISEROS 500 GR;Matarazzo;500 gr;705.7;0.0
779100000752;SKU-10751;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;833.65;10.0
779100000753;SKU-10752;MAROLIO PURE DE TOMATE 520 GR;Marolio;520 gr;951.02;5.0
779100000754;SKU-10753;HELLMANNS MAYONESA CLASICA 500 G;Hellmanns;500 g;1491.67;5.0
779100000755;SKU-10754;ARCOR GALLETITAS DULCES 160 G;Arcor;160 g;1050.48;0.0
779100000756;SKU-10755;TERRABUSI GALLETITAS DE AGUA 300 G;Terrabusi;300 g;968.52;0.0
779100000757;SKU-10756;HEAD & SHOULDERS SHAMPOO ANTICASPA 200 ML;Head & Shoulders;200 ml;2001.65;5.0
779100000758;SKU-10757;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;2178.82;5.0
779100000759;SKU-10758;REXONA DESODORANTE AEROSOL 150 CC;Rexona;150 cc;2588.63;10.0
779100000760;SKU-10759;COLGATE CREMA DENTAL TRIPLE ACCION 90 G;Colgate;90 g;2184.63;10.0
779100000761;SKU-10760;COCA-COLA GASEOSA COLA 2.25L;Coca-Cola;2.25L;4590.72;5.0
779100000762;SKU-10761;SPRITE GASEOSA LIMA LIMON 1500 ML;Sprite;1500 ml;3762.96;0.0
779100000763;SKU-10762;QUILMES CERVEZA RUBIA 710 ML;Quilmes;710 ml;2123.86;0.0
779100000764;SKU-10763;LA SERENÍSIMA LECHE ENTERA SACHET 1L;La Serenísima;Sachet 1L;1440.36;0.0
779100000765;SKU-10764;SANCOR LECHE DESCREMADA TETRA 1L;Sancor;Tetra 1L;1225.69;0.0
779100000766;SKU-10765;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2121.81;10.0
779100000767;SKU-10766;SAN IGNACIO DULCE DE LECHE CLASICO 1000 GR;San Ignacio;1000 gr;2289.63;10.0
779100000768;SKU-10767;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;3116.83;0.0
779100000769;SKU-10768;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2811.56;10.0
779100000770;SKU-10769;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;1971.01;0.0
779100000771;SKU-10770;MATARAZZO FIDEOS GUISEROS 1000 GR;Matarazzo;1000 gr;1423.62;10.0
779100000772;SKU-10771;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;693.46;0.0
779100000773;SKU-10772;MAROLIO PURE DE TOMATE TETRA 520G;Marolio;Tetra 520g;791.1;0.0
779100000774;SKU-10773;HELLMANNS MAYONESA CLASICA 950 G;Hellmanns;950 g;2538.24;0.0
779100000775;SKU-10774;ARCOR GALLETITAS DULCES PACK X3;Arcor;Pack x3;3256.28;0.0
779100000776;SKU-10775;TERRABUSI GALLETITAS DE AGUA PACK X3 300G;Terrabusi;Pack x3 300g;2691.9;10.0
779100000777;SKU-10776;HEAD & SHOULDERS SHAMPOO ANTICASPA 750 ML;Head & Shoulders;750 ml;5059.61;0.0
779100000778;SKU-10777;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4926.35;10.0
779100000779;SKU-10778;REXONA DESODORANTE AEROSOL PACK X2;Rexona;Pack x2;8000.06;5.0
779100000780;SKU-10779;COLGATE CREMA DENTAL TRIPLE ACCION 140 G;Colgate;140 g;1879.66;0.0
779100000781;SKU-10780;COCA-COLA GASEOSA COLA 1500 ML;Coca-Cola;1500 ml;3670.48;10.0
779100000782;SKU-10781;SPRITE GASEOSA LIMA LIMON 500 ML;Sprite;500 ml;1615.59;0.0
779100000783;SKU-10782;QUILMES CERVEZA RUBIA PACK X6;Quilmes;Pack x6;12235.08;5.0
